A Kiss Gone Bad,2001,Jeff,Abbott
Black Jack Point,2002,Jeff,Abbott
Cut and Run,2003,Jeff,Abbott
Kiss Gone Bad / Black Jack Point,2010,Jeff,Abbott
Adrenaline,2010,Jeff,Abbott
Last Minute,2011,Jeff,Abbott
Sam Capra's Last Chance,2012,Jeff,Abbott
Downfall,2013,Jeff,Abbott
The Inside Man,2014,Jeff,Abbott
The First Order,2016,Jeff,Abbott
Panic,2005,Jeff,Abbott
Fear,2006,Jeff,Abbott
Collision,2008,Jeff,Abbott
Trust Me,2009,Jeff,Abbott
No Rest for the Dead,2011,Jeff,Abbott
The Secrets of Droon :  Volume 3,1990,Tony,Abbott
Secrets of Droon Box Set,2002,Tony,Abbott
The Secrets of Droon : Volume 1,2005,Tony,Abbott
The Secrets of Droon : Volume 2,2005,Tony,Abbott
Danger Guys,1994,Tony,Abbott
Danger Guys Blast Off,1994,Tony,Abbott
Hollywood Halloween,1994,Tony,Abbott
Danger Guys Hit the Beach,1995,Tony,Abbott
Danger Guys on Ice,1995,Tony,Abbott
Danger Guys and the Golden Lizard,1996,Tony,Abbott
Space Bingo,1996,Tony,Abbott
Orbit Wipeout!,1995,Tony,Abbott
Mondo Meltdown,1996,Tony,Abbott
Into the Zonk Zone!,1996,Tony,Abbott
Splash Crash,1997,Tony,Abbott
Zero Hour,1997,Tony,Abbott
Shock Wave,1997,Tony,Abbott
Doom Star,1997,Tony,Abbott
Zombie Surf Commandos from Mars,1996,Tony,Abbott
The Incredible Shrinking Kid,1996,Tony,Abbott
The Beast from Beneath the Cafeteria!,1996,Tony,Abbott
Attack of the Alien Mole Invaders!,1996,Tony,Abbott
The Brain That Wouldn't Obey!,1997,Tony,Abbott
Gigantopus from Planet X!,1997,Tony,Abbott
Cosmic Boy Versus Mezmo Head!,1997,Tony,Abbott
Revenge of the Tiki Men!,1997,Tony,Abbott
The Hidden Stairs and the Magic Carpet,1999,Tony,Abbott
Journey to the Volcano Palace,1999,Tony,Abbott
The Mysterious Island,1999,Tony,Abbott
City in the Clouds,1999,Tony,Abbott
The Great Ice Battle,1999,Tony,Abbott
The Sleeping Giant of Goll,2000,Tony,Abbott
Into the Land of the Lost,2000,Tony,Abbott
The Golden Wasp,2000,Tony,Abbott
Tower of the Elf King,2000,Tony,Abbott
Quest for the Queen,2000,Tony,Abbott
The Hawk Bandits of Tarkoom,2001,Tony,Abbott
Under the Serpent Sea,2001,Tony,Abbott
The Mask of Maliban,2001,Tony,Abbott
Voyage of the Jaffa Wind,2002,Tony,Abbott
The Moon Scroll,2002,Tony,Abbott
The Knights of Silversnow,2002,Tony,Abbott
Dream Thief,2003,Tony,Abbott
Search for the Dragon Ship,2002,Tony,Abbott
The Coiled Viper,2002,Tony,Abbott
In The Ice Caves of Krog,2003,Tony,Abbott
Flight of the Genie,2003,Tony,Abbott
The Isle of Mists,2004,Tony,Abbott
The Fortress of the Treasure Queen,2004,Tony,Abbott
Race To Doobesh,2004,Tony,Abbott
The Riddle Of Zorfendorf Castle,2005,Tony,Abbott
The Moon Dragon,2005,Tony,Abbott
The Chariot of Queen Zara,2006,Tony,Abbott
In the Shadow of Goll,2006,Tony,Abbott
Pirates of the Purple Dawn,2007,Tony,Abbott
Escape from Jabar-Loo,2007,Tony,Abbott
Queen of Shadowthorn,2007,Tony,Abbott
Treasure of the Orkins,2008,Tony,Abbott
Flight of the Blue Serpent,2008,Tony,Abbott
In the City of Dreams,2009,Tony,Abbott
The Lost Empire Of Koomba,2009,Tony,Abbott
Knights of the Ruby Wand,2010,Tony,Abbott
Sitcom School,1999,Tony,Abbott
The Fake Teacher,1999,Tony,Abbott
Stinky Business,2000,Tony,Abbott
Freak Week,2001,Tony,Abbott
Trapped in Transylvania,2002,Tony,Abbott
Mississippi River Blues,2002,Tony,Abbott
What a Trip!,2002,Tony,Abbott
Humbug Holiday,2002,Tony,Abbott
X Marks the Spot,2002,Tony,Abbott
Crushing on a Capulet,2002,Tony,Abbott
The Magic Escapes,2002,Tony,Abbott
Wizard or Witch,2004,Tony,Abbott
Voyagers Of The Silver Sand,2005,Tony,Abbott
Sorcerer,2006,Tony,Abbott
Moon Magic,2008,Tony,Abbott
Crown of Wizards,2009,Tony,Abbott
The Genie King,2010,Tony,Abbott
The Final Quest,2010,Tony,Abbott
City of the Dead,2009,Tony,Abbott
Bayou Dogs,2009,Tony,Abbott
The Red House,2009,Tony,Abbott
The Ghost Road,2009,Tony,Abbott
City of the Dead / Bayou Dogs,2009,Tony,Abbott
The Red House / The Ghost Road,2010,Tony,Abbott
The Crazy Case of Missing Thunder,2012,Tony,Abbott
The Startling Story of the Stolen Statue,2012,Tony,Abbott
Superhero Silliness,2012,Tony,Abbott
The Mysterious Talent Show Mystery,2013,Tony,Abbott
The Ha-Ha-Haunting of Hyde House,2013,Tony,Abbott
The Crazy Classroom Caper,2014,Tony,Abbott
The Battle Begins,2012,Tony,Abbott
When Monsters Escape,2012,Tony,Abbott
Revenge of the Scorpion King,2012,Tony,Abbott
The Ice Dragon,2012,Tony,Abbott
The Forbidden Stone,2014,Tony,Abbott
The Serpent's Curse,2014,Tony,Abbott
The Golden Vendetta,2015,Tony,Abbott
The Crown of Fire,2016,Tony,Abbott
Wade and the Scorpion's Claw,2014,Tony,Abbott
Becca and the Prisoner's Cross,2015,Tony,Abbott
There's an Alien in My Backpack,2003,Tony,Abbott
Kringle,2005,Tony,Abbott
Firegirl,2006,Tony,Abbott
The Postcard,2008,Tony,Abbott
Lunch-Box Dream,2011,Tony,Abbott
The Summer of Owen Todd,2017,Tony,Abbott
Vector,2017,James,Abel
White Plague,2015,James,Abel
Protocol Zero,2015,James,Abel
Cold Silence,2016,James,Abel
The Collected Joe Abercrombie,2013,Joe,Abercrombie
The Blade Itself,2006,Joe,Abercrombie
Before They Are Hanged,2007,Joe,Abercrombie
Last Argument Of Kings,2007,Joe,Abercrombie
The First Law Trilogy,2012,Joe,Abercrombie
Best Served Cold,2009,Joe,Abercrombie
The Heroes,2010,Joe,Abercrombie
Red Country,2012,Joe,Abercrombie
The Great Leveller,2015,Joe,Abercrombie
Sharp Ends,2016,Joe,Abercrombie
Half a King,2012,Joe,Abercrombie
Half the World,2015,Joe,Abercrombie
Half a War,2015,Joe,Abercrombie
The Shattered Sea Series 3-Book Bundle,2016,Joe,Abercrombie
Inside the Mind of Casey Anthony,2011,Keith,Ablow
Denial,1997,Keith,Ablow
Projection,1999,Keith,Ablow
Compulsion,2002,Keith,Ablow
Psychopath,2003,Keith,Ablow
Murder Suicide,2004,Keith,Ablow
The Architect,2005,Keith,Ablow
How to Cope With Depression,1989,Keith,Ablow
Medical School,1990,Keith,Ablow
To Wrestle With Demons,1992,Keith,Ablow
Anatomy of a Psychiatric Illness,1993,Keith,Ablow
The Strange Case of Dr. Kappler,1994,Keith,Ablow
Without Mercy,1996,Keith,Ablow
Inside the Mind of Scott Peterson,2005,Keith,Ablow
Living the Truth,2007,Keith,Ablow
The 7,2011,Keith,Ablow
I Am Slaughter,2015,Dan,Abnett
Her Majesty's Hero,2009,Dan,Abnett
Fiefdom,2014,Dan,Abnett
The Ten Thousand Immortals,2014,Dan,Abnett
Lara Croft and the Blade of Gwynnever,2016,Dan,Abnett
Embedded,2011,Dan,Abnett
Dragon Frontier,2013,Dan,Abnett
Hammers of Ulric,1999,Dan,Abnett
Xenos,2001,Dan,Abnett
Malleus,2001,Dan,Abnett
Hereticus,2002,Dan,Abnett
Eisenhorn,2004,Dan,Abnett
Riders of the Dead,2003,Dan,Abnett
Double Eagle,2004,Dan,Abnett
Fell Cargo,2006,Dan,Abnett
Brothers of the Snake,2007,Dan,Abnett
Thunder and Steel,2011,Dan,Abnett
Traitor General,2004,Dan,Abnett
His Last Command,2005,Dan,Abnett
The Armour of Contempt,2006,Dan,Abnett
The Lost,2010,Dan,Abnett
The Daemon's Curse,2005,Dan,Abnett
Reaper of Souls,2006,Dan,Abnett
The Chronicles of Malus Darkblade: Volume Two,2009,Dan,Abnett
Horus Rising,2006,Dan,Abnett
Legion,2008,Dan,Abnett
Prospero Burns,2010,Dan,Abnett
Know No Fear,2012,Dan,Abnett
Blood Pact,2009,Dan,Abnett
Only in Death,2007,Dan,Abnett
Salvations Reach,2011,Dan,Abnett
Sabbat Crusade,2015,Dan,Abnett
The Warmaster,2017,Dan,Abnett
Killbox,2017,Dan,Abnett
Titanicus,2008,Dan,Abnett
Sabbat Worlds,2010,Dan,Abnett
Pariah: Ravenor vs Eisenhorn,2012,Dan,Abnett
The Fall of Malvolion,2017,Dan,Abnett
Crusade   Other Stories,2017,Dan,Abnett
The Story Of Martha,2008,Dan,Abnett
The Silent Stars Go By,2011,Dan,Abnett
When We Were Heroes,2013,Daniel,Abraham
A Shadow in Summer,2006,Daniel,Abraham
A Betrayal in Winter,2007,Daniel,Abraham
An Autumn War,2008,Daniel,Abraham
The Price of Spring,2009,Daniel,Abraham
The Long Price,2007,Daniel,Abraham
Seasons of War,2010,Daniel,Abraham
The Price of War,2012,Daniel,Abraham
The Dragon's Path,2011,Daniel,Abraham
The King's Blood,2012,Daniel,Abraham
The Tyrant's Law,2013,Daniel,Abraham
The Widow's House,2014,Daniel,Abraham
The Spider's War,2016,Daniel,Abraham
The Incident of the Harrowmoor Dogs,2013,Daniel,Abraham
Leviathan Wept and Other Stories,2010,Daniel,Abraham
Shadow Twin,2005,Daniel,Abraham
Hunter's Run,2007,Daniel,Abraham
Quacky Baseball,2011,Peter,Abrahams
Down the Rabbit Hole,2005,Peter,Abrahams
Behind the Curtain,2006,Peter,Abrahams
Into the Dark,2008,Peter,Abrahams
Robbie Forester and the Outlaws of Sherwood Street,2012,Peter,Abrahams
Giving to the Poor,2013,Peter,Abrahams
Stealing from the Rich,2013,Peter,Abrahams
The Fury of Rachel Monette,1980,Peter,Abrahams
Tongues of Fire,1982,Peter,Abrahams
Red Message,1986,Peter,Abrahams
Hard Rain,1988,Peter,Abrahams
Pressure Drop,1989,Peter,Abrahams
Revolution Number 9,1992,Peter,Abrahams
Lights Out,1994,Peter,Abrahams
The Fan,1995,Peter,Abrahams
A Perfect Crime,1998,Peter,Abrahams
Crying Wolf,2000,Peter,Abrahams
Last of the Dixie Heroes,2001,Peter,Abrahams
The Tutor,2002,Peter,Abrahams
Their Wildest Dreams,2003,Peter,Abrahams
Oblivion,2005,Peter,Abrahams
End of Story,2006,Peter,Abrahams
Nerve Damage,2007,Peter,Abrahams
Delusion,2008,Peter,Abrahams
Reality Check,2009,Peter,Abrahams
Bullet Point,2010,Peter,Abrahams
The Anfield Man,2016,Peter,Abrahams
Up All Night,2008,Peter,Abrahams
Queer City,2017,Peter,Ackroyd
The Great Fire of London,1982,Peter,Ackroyd
The Last Testament of Oscar Wilde,1983,Peter,Ackroyd
Hawksmoor,1985,Peter,Ackroyd
Chatterton,1987,Peter,Ackroyd
First Light,1989,Peter,Ackroyd
English Music,1992,Peter,Ackroyd
The House of Doctor Dee,1993,Peter,Ackroyd
Dan Leno and the Limehouse Golem,1994,Peter,Ackroyd
Milton in America,1996,Peter,Ackroyd
The Plato Papers,1999,Peter,Ackroyd
The Clerkenwell Tales,2003,Peter,Ackroyd
The Lambs of London,2004,Peter,Ackroyd
The Fall of Troy,2006,Peter,Ackroyd
The Casebook of Victor Frankenstein,2008,Peter,Ackroyd
The Canterbury Tales,2009,Peter,Ackroyd
Three Brothers,2013,Peter,Ackroyd
London Lickpenny,1973,Peter,Ackroyd
Country Life,1978,Peter,Ackroyd
The Diversions of Purley,1987,Peter,Ackroyd
The Collection,2001,Peter,Ackroyd
Escape from Earth,2003,Peter,Ackroyd
In The Beginning,2003,Peter,Ackroyd
Cities of Blood,2004,Peter,Ackroyd
Kingdom of the Dead,2004,Peter,Ackroyd
Foundation,2011,Peter,Ackroyd
Tudors,2012,Peter,Ackroyd
Civil War,2014,Peter,Ackroyd
Revolution,2016,Peter,Ackroyd
Notes for a New Culture,1976,Peter,Ackroyd
Dressing Up,1979,Peter,Ackroyd
Ezra Pound and His World,1980,Peter,Ackroyd
T.S. Eliot,1984,Peter,Ackroyd
Dickens' London,1987,Peter,Ackroyd
Dickens,1990,Peter,Ackroyd
Blake,1995,Peter,Ackroyd
The Life of Thomas More,1998,Peter,Ackroyd
London,2000,Peter,Ackroyd
The Mystery of Charles Dickens,2002,Peter,Ackroyd
Turner,2002,Peter,Ackroyd
Albion,2002,Peter,Ackroyd
Illustrated London,2003,Peter,Ackroyd
Chaucer: Ackroyd's Brief Lives,2004,Peter,Ackroyd
Ancient Greece,2005,Peter,Ackroyd
Ancient Rome,2005,Peter,Ackroyd
Shakespeare,2005,Peter,Ackroyd
J.M.W. Turner,2006,Peter,Ackroyd
Newton,2006,Peter,Ackroyd
The Thames,2007,Peter,Ackroyd
Poe: A Life Cut Short,2008,Peter,Ackroyd
Venice,2009,Peter,Ackroyd
A Brief Guide to William Shakespeare,2010,Peter,Ackroyd
The Death of King Arthur,2010,Peter,Ackroyd
The English Ghost,2010,Peter,Ackroyd
London Under,2011,Peter,Ackroyd
Wilkie Collins,2012,Peter,Ackroyd
Charlie Chaplin,2014,Peter,Ackroyd
Rebellion,2014,Peter,Ackroyd
Alfred Hitchcock,2015,Peter,Ackroyd
Blitz,2016,Peter,Ackroyd
The Hitch-Hikers Guide to the Galaxy,1979,Douglas,Adams
The Restaurant at the End of the Universe,1980,Douglas,Adams
"Life, the Universe and Everything",1982,Douglas,Adams
"So Long, and Thanks for All the Fish",1984,Douglas,Adams
Mostly Harmless,1992,Douglas,Adams
Shada,2003,Douglas,Adams
City of Death,2015,Douglas,Adams
The Pirate Planet,2017,Douglas,Adams
Wish You Were Here,2003,Douglas,Adams
The Curse of the Werewolf,2011,Guy,Adams
Makes You Stronger,2005,Guy,Adams
Dogs of Waugh,2007,Guy,Adams
Old Bones,2008,Guy,Adams
Prodigal Son,2009,Guy,Adams
The World House,2010,Guy,Adams
Restoration,2011,Guy,Adams
The Breath of God,2011,Guy,Adams
The Army of Doctor Moreau,2012,Guy,Adams
Sherlock: The Casebook,2012,Guy,Adams
"The Good, the Bad and the Infernal",2013,Guy,Adams
Once Upon a Time in Hell,2013,Guy,Adams
For a Few Souls More,2014,Guy,Adams
The Clown Service,2013,Guy,Adams
The Rain-Soaked Bride,2014,Guy,Adams
A Few Words For The Dead,2015,Guy,Adams
London - Orbital,2017,Guy,Adams
New York - the Queen of Coney Island,2017,Guy,Adams
Paris - A City of Fools,2017,Guy,Adams
London - Dirt,2017,Guy,Adams
New York - the River That Runs Both Ways,2017,Guy,Adams
Tokyo - Noriko's Story,2017,Guy,Adams
The Imagineer,1999,Guy,Adams
More Than This,2005,Guy,Adams
Kronos,2011,Guy,Adams
Hands of the Ripper,2012,Guy,Adams
Countess Dracula,2013,Guy,Adams
The Case Notes of Sherlock Holmes,2009,Guy,Adams
The Obverse Book of Ghosts,2010,Guy,Adams
Fiesta of the Damned,2016,Guy,Adams
The Legends of River Song,2016,Guy,Adams
Shivers for Christmas,1995,Richard,Adams
Shardik,1974,Richard,Adams
Maia,1984,Richard,Adams
Watership Down,1972,Richard,Adams
The Tyger Voyage,1976,Richard,Adams
The Plague Dogs,1977,Richard,Adams
The Girl in a Swing,1980,Richard,Adams
The Legend of Te Tuna,1982,Richard,Adams
Traveller,1988,Richard,Adams
The Outlandish Knight,1999,Richard,Adams
Daniel,2006,Richard,Adams
The Unbroken Web,1980,Richard,Adams
The Iron Wolf,1980,Richard,Adams
Tales from Watership Down,1996,Richard,Adams
The Ship's Cat,1977,Richard,Adams
The Adventures of Egg Box Dragon,2017,Richard,Adams
Sinister and Unnatural Stories,1978,Richard,Adams
Richard Adams's Favourite Animal Stories,1981,Richard,Adams
Grimm's Fairy Tales,1981,Richard,Adams
Nature Through the Seasons,1975,Richard,Adams
Nature Day and Night,1978,Richard,Adams
Voyage Through the Antarctic,1982,Richard,Adams
A Nature Diary,1985,Richard,Adams
The Day Gone By,1990,Richard,Adams
Antarctica,1990,Richard,Adams
A Treasury of American Horror Stories,1986,Robert,Adams
The Coming of the Horseclans,1975,Robert,Adams
Swords of the Horseclans,1977,Robert,Adams
Revenge of the Horseclans,1977,Robert,Adams
A Cat of Silvery Hue,1979,Robert,Adams
The Savage Mountains,1980,Robert,Adams
The Patrimony,1980,Robert,Adams
Horseclans Odyssey,1981,Robert,Adams
The Death of a Legend,1981,Robert,Adams
The Witch Goddess,1982,Robert,Adams
Bili the Axe,1983,Robert,Adams
Champion of the Last Battle,1983,Robert,Adams
A Woman of the Horseclans,1983,Robert,Adams
Horses of the North,1985,Robert,Adams
A Man Called Milo Morai,1986,Robert,Adams
The Memories of Milo Morai,1986,Robert,Adams
Trumpets of War,1987,Robert,Adams
Madman's Army,1987,Robert,Adams
The Clan of the Cats,1988,Robert,Adams
Castaways in Time,1979,Robert,Adams
The Seven Magical Jewels of Ireland,1985,Robert,Adams
Of Kings and Quests,1986,Robert,Adams
Of Chiefs and Champions,1987,Robert,Adams
Of Myths and Monsters,1988,Robert,Adams
Of Beginnings and Endings,1989,Robert,Adams
The Stairway to Forever,1988,Robert,Adams
Monsters and Magicians,1989,Robert,Adams
Guideposts to Danger,1990,Robert,Adams
Friends of the Horseclans II,1989,Robert,Adams
Beware the Laughing Gull,1998,Lydia,Adamson
A Cat in the Manger,1990,Lydia,Adamson
A Cat of a Different Color,1991,Lydia,Adamson
A Cat in Wolf's Clothing,1991,Lydia,Adamson
A Cat in the Wings,1992,Lydia,Adamson
A Cat by Any Other Name,1992,Lydia,Adamson
A Cat with a Fiddle,1993,Lydia,Adamson
A Cat in a Glass House,1993,Lydia,Adamson
A Cat with No Regrets,1994,Lydia,Adamson
A Cat on the Cutting Edge,1994,Lydia,Adamson
A Cat in Fine Style,1995,Lydia,Adamson
A Cat on a Winning Streak,1995,Lydia,Adamson
A Cat Under the Mistletoe,1996,Lydia,Adamson
A Cat in a Chorus Line,1996,Lydia,Adamson
A Cat on a Beach Blanket,1997,Lydia,Adamson
A Cat on Jingle Bell Rock,1997,Lydia,Adamson
A Cat on Stage Left,1998,Lydia,Adamson
A Cat of One's Own,1999,Lydia,Adamson
A Cat With the Blues,2000,Lydia,Adamson
A Cat With No Clue,2001,Lydia,Adamson
A Cat Named Brat,2002,Lydia,Adamson
A Cat on the Bus,2002,Lydia,Adamson
A Cat Tells Two Tales,2012,Lydia,Adamson
Dr. Nightingale Comes Home,1994,Lydia,Adamson
Dr. Nightingale Rides the Elephant,1994,Lydia,Adamson
Dr. Nightingale Goes to the Dogs,1995,Lydia,Adamson
Dr. Nightingale Goes the Distance,1995,Lydia,Adamson
Dr. Nightingale Enters the Bear Cave,1996,Lydia,Adamson
Dr. Nightingale Chases Three Little Pigs,1996,Lydia,Adamson
Dr. Nightingale Rides to the Hounds,1997,Lydia,Adamson
Dr. Nightingale Meets Puss in Boots,1997,Lydia,Adamson
Dr. Nightingale Races the Outlaw Colt,1998,Lydia,Adamson
Dr. Nightingale Traps the Missing Lynx,1999,Lydia,Adamson
Dr. Nightingale Seeks Greener Pastures,2000,Lydia,Adamson
Dr. Nightingale Follows a Canine Clue,2001,Lydia,Adamson
Beware the Tufted Duck,1996,Lydia,Adamson
Beware the Butcher Bird,1997,Lydia,Adamson
A Walk Across the Sun,2012,Corban,Addison
The Garden of Burning Sand,2013,Corban,Addison
The Tears of Dark Water,2015,Corban,Addison
A Harvest of Thorns,2017,Corban,Addison
The Keeper of Lost Causes,2011,Jussi,Adler-Olsen
Disgrace,2012,Jussi,Adler-Olsen
Redemption,2013,Jussi,Adler-Olsen
The Purity of Vengeance,2013,Jussi,Adler-Olsen
The Marco Effect,2014,Jussi,Adler-Olsen
The Hanging Girl,2015,Jussi,Adler-Olsen
The Scarred Woman,2017,Jussi,Adler-Olsen
The Alphabet House,2014,Jussi,Adler-Olsen
Haunted,2017,Alexandra,Adornetto
The Shadow Thief,2007,Alexandra,Adornetto
The Lampo Circus,2008,Alexandra,Adornetto
Von Gobstopper's Arcade,2009,Alexandra,Adornetto
Halo,2010,Alexandra,Adornetto
Hades,2011,Alexandra,Adornetto
Heaven,2012,Alexandra,Adornetto
Ghost House,2014,Alexandra,Adornetto
Ghost Hour,2017,Alexandra,Adornetto
Drop Dead Gorgeous,2003,Katie,Agnew
Before We Were Thirty,2004,Katie,Agnew
Wives v. Girlfriends,2009,Katie,Agnew
Saints v Sinners,2010,Katie,Agnew
Too Hot to Handle,2012,Katie,Agnew
Diving for Pearls,2015,Katie,Agnew
Scottish Girls About Town,2003,Katie,Agnew
Flawed,2016,Cecelia,Ahern
Perfect,2017,Cecelia,Ahern
Flawed / Perfect,2017,Cecelia,Ahern
"PS, I Love You",2004,Cecelia,Ahern
Rosie Dunne,2004,Cecelia,Ahern
Where Rainbows End,2004,Cecelia,Ahern
A Silver Lining,2005,Cecelia,Ahern
A Place Called Here,2006,Cecelia,Ahern
Thanks for the Memories,2007,Cecelia,Ahern
The Gift,2008,Cecelia,Ahern
The Book of Tomorrow,2009,Cecelia,Ahern
The Time of My Life,2011,Cecelia,Ahern
One Hundred Names,2012,Cecelia,Ahern
How to Fall in Love,2012,Cecelia,Ahern
The Year I Met You,2012,Cecelia,Ahern
The Marble Collector,2015,Cecelia,Ahern
Lyrebird,2016,Cecelia,Ahern
How to Fall in Love... With Life,2013,Cecelia,Ahern
More Phobias,1995,Jerry,Ahern
Total War,1981,Jerry,Ahern
The Nightmare Begins,1981,Jerry,Ahern
The Quest,1981,Jerry,Ahern
The Doomsayer,1981,Jerry,Ahern
The Web,1983,Jerry,Ahern
The Savage Horde,1983,Jerry,Ahern
The Prophet,1984,Jerry,Ahern
The End Is Coming,1984,Jerry,Ahern
Earth Fire,1984,Jerry,Ahern
The Awakening,1984,Jerry,Ahern
The Reprisal,1985,Jerry,Ahern
The Rebellion,1985,Jerry,Ahern
Pursuit,1986,Jerry,Ahern
The Terror,1987,Jerry,Ahern
Overlord,1987,Jerry,Ahern
The Arsenal,1988,Jerry,Ahern
The Ordeal,1988,Jerry,Ahern
The Struggle,1989,Jerry,Ahern
Final Rain,1989,Jerry,Ahern
Firestorm,1990,Jerry,Ahern
To End All War,1990,Jerry,Ahern
Brutal Conquest,1991,Jerry,Ahern
Call To Battle,1992,Jerry,Ahern
Blood Assassins,1992,Jerry,Ahern
War Mountain,1993,Jerry,Ahern
Countdown,1993,Jerry,Ahern
Death Watch,1993,Jerry,Ahern
The Inheritors of Earth,2013,Jerry,Ahern
The Quisling Covenant,2014,Jerry,Ahern
Lodestar,2016,Jerry,Ahern
Once Upon a Time,2014,Jerry,Ahern
River of Gold,1985,Jerry,Ahern
Summon the Demon,2001,Jerry,Ahern
The Battle Begins,1988,Jerry,Ahern
The Killing Wedge,1988,Jerry,Ahern
Out of Control,1988,Jerry,Ahern
Decision Time,1988,Jerry,Ahern
Entrapment,1989,Jerry,Ahern
Escape,1989,Jerry,Ahern
Vengeance,1989,Jerry,Ahern
Justice Denied,1989,Jerry,Ahern
Deathgrip,1989,Jerry,Ahern
The Good Fight,1990,Jerry,Ahern
The Challenge,1990,Jerry,Ahern
No Survivors,1990,Jerry,Ahern
Surgical Strike,1988,Jerry,Ahern
Assault on the Empress,1988,Jerry,Ahern
Infiltrator,1990,Jerry,Ahern
Everyman,2014,Jerry,Ahern
The Freeman,1986,Jerry,Ahern
Brandywine,1988,Jerry,Ahern
WerewolveSS,1990,Jerry,Ahern
The Illegal Man,2004,Jerry,Ahern
America Undead,2017,Jerry,Ahern
The Vampire Killer,2014,Jerry,Ahern
Roll Call,1993,Jerry,Ahern
Siege Perilous,2013,Jerry,Ahern
The Ninety-Nine,1984,Jerry,Ahern
Atrocity,1984,Jerry,Ahern
The Hard Way,1984,Jerry,Ahern
Armageddon Conspiracy,1984,Jerry,Ahern
Origin of a Vendetta,1985,Jerry,Ahern
Certain Blood,1985,Jerry,Ahern
Master of D.E.A.T.H.,1985,Jerry,Ahern
Revenge of the Master,1985,Jerry,Ahern
The D.E.A.T.H. Hunters,1985,Jerry,Ahern
Cocaine Run,1985,Jerry,Ahern
CCW,1996,Jerry,Ahern
Survive!,2010,Jerry,Ahern
Armed for Personal Defense,2010,Jerry,Ahern
Gun Digest Buyer's Guide to Concealed-Carry Handguns,2010,Jerry,Ahern
Defend Your Home,2011,Jerry,Ahern
Confederacy of the Dead,1993,Jerry,Ahern
Eighteen Below,2017,Stefan,Ahnhem
Victim Without a Face,2015,Stefan,Ahnhem
The Ninth Grave,2016,Stefan,Ahnhem
The Mammoth Book of Haunted House Stories,2000,Joan,Aiken
The Whispering Mountain,1968,Joan,Aiken
The Wolves of Willoughby Chase,1962,Joan,Aiken
Black Hearts in Battersea,1964,Joan,Aiken
Nightbirds on Nantucket,1966,Joan,Aiken
The Stolen Lake,1981,Joan,Aiken
Limbo Lodge,1999,Joan,Aiken
The Cuckoo Tree,1971,Joan,Aiken
Dido and Pa,1986,Joan,Aiken
Is,1992,Joan,Aiken
Cold Shoulder Road,1995,Joan,Aiken
Midwinter Nightingale,2003,Joan,Aiken
The Witch of Clatteringshaws,2005,Joan,Aiken
Is / Cold Shoulder Road,2005,Joan,Aiken
The Ribs of Death,1967,Joan,Aiken
Foul Matter,1983,Joan,Aiken
"Armitage, Armitage Fly Away Home",1968,Joan,Aiken
The Serial Garden,2008,Joan,Aiken
Arabel's Raven,1972,Joan,Aiken
Escaped Black Mamba,1973,Joan,Aiken
The Bread Bin,1974,Joan,Aiken
Mortimer's Tie,1976,Joan,Aiken
Mortimer and the Sword Excalibur,1979,Joan,Aiken
The Spiral Stair,1979,Joan,Aiken
